group,family,channel,sigma_psf_screen_px,d_rec_screen_px,symRes,sub_screen_px,symCellPx_screen_px,colCellPx_screen_px,colorBits,colorFmt,calibMode,denseN,winFrac,pilotSide_screen_px,frames,bitsPerCell,cellErrRate,bitErrRate,rsBlockFail,fileSuccess,meets,calibOverhead,netThroughput_bit_per_screenpx2,effectiveRate_MBps
B,纯颜色型,native,0.520316,3,,,,3,4,4 bit (16色),密集N=3,3,1,,1,4,0.36933333333333335,0.19275,1,0,false,0.11145833333333334,0.39490740740740743,3.0708000000000006
B,纯颜色型,native,0.520316,3,,,,3,4,4 bit (16色),密集N=4,4,0.3333333333333333,,1,4,0.11166666666666666,0.05291666666666667,0.9999999947074905,0,false,0.0625,0.4166666666666667,3.24
B,纯颜色型,native,0.520316,3,,,,3,4,4 bit (16色),密集N=4,4,0.5,,1,4,0.052333333333333336,0.02425,0.9752681194837394,0,false,0.0625,0.4166666666666667,3.24
B,纯颜色型,native,0.520316,3,,,,3,4,4 bit (16色),密集N=4,4,0.6666666666666666,,1,4,0.109,0.05491666666666667,0.9999999881095137,0,false,0.0625,0.4166666666666667,3.24
B,纯颜色型,native,0.520316,3,,,,3,4,4 bit (16色),密集N=4,4,1,,1,4,0.36933333333333335,0.19275,1,0,false,0.0625,0.4166666666666667,3.24
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),无,0,0.3333333333333333,,1,5,0.939,0.4295333333333333,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),无,0,0.5,,1,5,0.9386666666666666,0.4272,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),无,0,0.6666666666666666,,1,5,0.9386666666666666,0.42706666666666665,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),无,0,1,,1,5,0.9436666666666667,0.43166666666666664,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),四角,0,0.3333333333333333,,1,5,0.4513333333333333,0.17993333333333333,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),四角,0,0.5,,1,5,0.38233333333333336,0.1516,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),四角,0,0.6666666666666666,,1,5,0.44866666666666666,0.18006666666666668,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),四角,0,1,,1,5,0.6613333333333333,0.27946666666666664,1,0,false,0,0.5555555555555556,4.32
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=3,3,0.3333333333333333,,1,5,0.388,0.15513333333333335,1,0,false,0.11145833333333334,0.49363425925925924,3.8384999999999994
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=3,3,0.5,,1,5,0.28633333333333333,0.1136,1,0,false,0.11145833333333334,0.49363425925925924,3.8384999999999994
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=3,3,0.6666666666666666,,1,5,0.3416666666666667,0.1388,1,0,false,0.11145833333333334,0.49363425925925924,3.8384999999999994
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=3,3,1,,1,5,0.646,0.2798,1,0,false,0.11145833333333334,0.49363425925925924,3.8384999999999994
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=4,4,0.3333333333333333,,1,5,0.388,0.15513333333333335,1,0,false,0.0625,0.5208333333333334,4.050000000000001
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=4,4,0.5,,1,5,0.28633333333333333,0.11353333333333333,1,0,false,0.0625,0.5208333333333334,4.050000000000001
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=4,4,0.6666666666666666,,1,5,0.342,0.13893333333333333,1,0,false,0.0625,0.5208333333333334,4.050000000000001
B,纯颜色型,native,0.520316,3,,,,3,5,5 bit (32色),密集N=4,4,1,,1,5,0.646,0.2798,1,0,false,0.0625,0.5208333333333334,4.050000000000001
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),无,0,0.3333333333333333,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),无,0,0.5,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),无,0,0.6666666666666666,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),无,0,1,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),四角,0,0.3333333333333333,,1,1,0,0,0,1,true,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),四角,0,0.5,,1,1,0,0,0,1,true,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),四角,0,0.6666666666666666,,1,1,0,0,0,1,true,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),四角,0,1,,1,1,0,0,0,1,true,0,0.04,0.31104
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=3,3,0.3333333333333333,,1,1,0,0,0,1,true,0.1111111111111111,0.035555555555555556,0.27648
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=3,3,0.5,,1,1,0,0,0,1,true,0.1111111111111111,0.035555555555555556,0.27648
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=3,3,0.6666666666666666,,1,1,0,0,0,1,true,0.1111111111111111,0.035555555555555556,0.27648
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=3,3,1,,1,1,0,0,0,1,true,0.1111111111111111,0.035555555555555556,0.27648
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=4,4,0.3333333333333333,,1,1,0,0,0,1,true,0.0625,0.0375,0.2916
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=4,4,0.5,,1,1,0,0,0,1,true,0.0625,0.0375,0.2916
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=4,4,0.6666666666666666,,1,1,0,0,0,1,true,0.0625,0.0375,0.2916
B,纯颜色型,native,0.520316,3,,,,5,1,1 bit (2色),密集N=4,4,1,,1,1,0,0,0,1,true,0.0625,0.0375,0.2916
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),无,0,0.3333333333333333,,1,2,0.487,0.3665,1,0,false,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),无,0,0.5,,1,2,0.49,0.3685,1,0,false,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),无,0,0.6666666666666666,,1,2,0.49166666666666664,0.36933333333333335,1,0,false,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),无,0,1,,1,2,0.49833333333333335,0.37266666666666665,1,0,false,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),四角,0,0.3333333333333333,,1,2,0,0,0,1,true,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),四角,0,0.5,,1,2,0,0,0,1,true,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),四角,0,0.6666666666666666,,1,2,0,0,0,1,true,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),四角,0,1,,1,2,0,0,0,1,true,0,0.08,0.62208
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=3,3,0.3333333333333333,,1,2,0,0,0,1,true,0.1111111111111111,0.07111111111111111,0.55296
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=3,3,0.5,,1,2,0,0,0,1,true,0.1111111111111111,0.07111111111111111,0.55296
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=3,3,0.6666666666666666,,1,2,0,0,0,1,true,0.1111111111111111,0.07111111111111111,0.55296
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=3,3,1,,1,2,0,0,0,1,true,0.1111111111111111,0.07111111111111111,0.55296
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=4,4,0.3333333333333333,,1,2,0,0,0,1,true,0.0625,0.075,0.5832
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=4,4,0.5,,1,2,0,0,0,1,true,0.0625,0.075,0.5832
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=4,4,0.6666666666666666,,1,2,0,0,0,1,true,0.0625,0.075,0.5832
B,纯颜色型,native,0.520316,3,,,,5,2,2 bit (4色),密集N=4,4,1,,1,2,0,0,0,1,true,0.0625,0.075,0.5832
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),无,0,0.3333333333333333,,1,3,0.812,0.4613333333333333,1,0,false,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),无,0,0.5,,1,3,0.818,0.4653333333333333,1,0,false,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),无,0,0.6666666666666666,,1,3,0.8213333333333334,0.46755555555555556,1,0,false,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),无,0,1,,1,3,0.8353333333333334,0.47688888888888886,1,0,false,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),四角,0,0.3333333333333333,,1,3,0,0,0,1,true,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),四角,0,0.5,,1,3,0,0,0,1,true,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),四角,0,0.6666666666666666,,1,3,0,0,0,1,true,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),四角,0,1,,1,3,0.01,0.005666666666666667,0.00007012801498090804,1,true,0,0.12,0.9331199999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=3,3,0.3333333333333333,,1,3,0,0,0,1,true,0.1111111111111111,0.10666666666666666,0.8294399999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=3,3,0.5,,1,3,0,0,0,1,true,0.1111111111111111,0.10666666666666666,0.8294399999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=3,3,0.6666666666666666,,1,3,0,0,0,1,true,0.1111111111111111,0.10666666666666666,0.8294399999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=3,3,1,,1,3,0.004,0.0024444444444444444,0,1,true,0.1111111111111111,0.10666666666666666,0.8294399999999998
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=4,4,0.3333333333333333,,1,3,0,0,0,1,true,0.0625,0.1125,0.8748
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=4,4,0.5,,1,3,0,0,0,1,true,0.0625,0.1125,0.8748
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=4,4,0.6666666666666666,,1,3,0,0,0,1,true,0.0625,0.1125,0.8748
B,纯颜色型,native,0.520316,3,,,,5,3,3 bit (8色),密集N=4,4,1,,1,3,0.004,0.0024444444444444444,0,1,true,0.0625,0.1125,0.8748
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),无,0,0.3333333333333333,,1,4,0.8743333333333333,0.42975,1,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),无,0,0.5,,1,4,0.8743333333333333,0.42991666666666667,1,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),无,0,0.6666666666666666,,1,4,0.8743333333333333,0.42891666666666667,1,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),无,0,1,,1,4,0.876,0.4265,1,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),四角,0,0.3333333333333333,,1,4,0.044333333333333336,0.01975,0.8940197257241369,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),四角,0,0.5,,1,4,0.021333333333333333,0.00975,0.037012580989448374,0.6054790586438085,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),四角,0,0.6666666666666666,,1,4,0.018,0.008666666666666666,0.0062222220942713125,1,true,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),四角,0,1,,1,4,0.23633333333333334,0.12116666666666667,1,0,false,0,0.16,1.24416
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=3,3,0.3333333333333333,,1,4,0.011666666666666667,0.005583333333333333,0.000005332921582335004,1,true,0.1111111111111111,0.14222222222222222,1.10592
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=3,3,0.5,,1,4,0.0013333333333333333,0.0003333333333333333,0,1,true,0.1111111111111111,0.14222222222222222,1.10592
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=3,3,0.6666666666666666,,1,4,0.0003333333333333333,0.00008333333333333333,0,1,true,0.1111111111111111,0.14222222222222222,1.10592
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=3,3,1,,1,4,0.179,0.09016666666666667,1,0,false,0.1111111111111111,0.14222222222222222,1.10592
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=4,4,0.3333333333333333,,1,4,0.011333333333333334,0.0055,0.0000028598414261726823,1,true,0.0625,0.15,1.1664
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=4,4,0.5,,1,4,0.0013333333333333333,0.0003333333333333333,0,1,true,0.0625,0.15,1.1664
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=4,4,0.6666666666666666,,1,4,0.0003333333333333333,0.00008333333333333333,0,1,true,0.0625,0.15,1.1664
B,纯颜色型,native,0.520316,3,,,,5,4,4 bit (16色),密集N=4,4,1,,1,4,0.179,0.09016666666666667,1,0,false,0.0625,0.15,1.1664
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),无,0,0.3333333333333333,,1,5,0.9383333333333334,0.42966666666666664,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),无,0,0.5,,1,5,0.9383333333333334,0.42806666666666665,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),无,0,0.6666666666666666,,1,5,0.9383333333333334,0.4276,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),无,0,1,,1,5,0.94,0.42446666666666666,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),四角,0,0.3333333333333333,,1,5,0.263,0.10146666666666666,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),四角,0,0.5,,1,5,0.18766666666666668,0.07053333333333334,0.9999999999999949,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),四角,0,0.6666666666666666,,1,5,0.16766666666666666,0.064,0.999999999998247,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),四角,0,1,,1,5,0.5323333333333333,0.21546666666666667,1,0,false,0,0.2,1.5552
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=3,3,0.3333333333333333,,1,5,0.148,0.055733333333333336,0.9999999996354144,0,false,0.1111111111111111,0.17777777777777778,1.3824000000000003
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=3,3,0.5,,1,5,0.044333333333333336,0.017333333333333333,0.6294466853215444,0,false,0.1111111111111111,0.17777777777777778,1.3824000000000003
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=3,3,0.6666666666666666,,1,5,0.022,0.008266666666666667,0.004866119277863901,1,true,0.1111111111111111,0.17777777777777778,1.3824000000000003
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=3,3,1,,1,5,0.478,0.2008,1,0,false,0.1111111111111111,0.17777777777777778,1.3824000000000003
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=4,4,0.3333333333333333,,1,5,0.148,0.05586666666666667,0.9999999996354144,0,false,0.0625,0.1875,1.458
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=4,4,0.5,,1,5,0.04466666666666667,0.0174,0.6411874490823521,0,false,0.0625,0.1875,1.458
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=4,4,0.6666666666666666,,1,5,0.022,0.008266666666666667,0.004866119277863901,1,true,0.0625,0.1875,1.458
B,纯颜色型,native,0.520316,3,,,,5,5,5 bit (32色),密集N=4,4,1,,1,5,0.478,0.20073333333333335,1,0,false,0.0625,0.1875,1.458
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),无,0,0.3333333333333333,,1,1,0.485,0.485,1,0,false,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),无,0,0.5,,1,1,0.485,0.485,1,0,false,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),无,0,0.6666666666666666,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),无,0,1,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),四角,0,0.3333333333333333,,1,1,0,0,0,1,true,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),四角,0,0.5,,1,1,0,0,0,1,true,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),四角,0,0.6666666666666666,,1,1,0,0,0,1,true,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),四角,0,1,,1,1,0,0,0,1,true,0,0.015625,0.1215
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=3,3,0.3333333333333333,,1,1,0,0,0,1,true,0.1111111111111111,0.013888888888888888,0.10799999999999998
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=3,3,0.5,,1,1,0,0,0,1,true,0.1111111111111111,0.013888888888888888,0.10799999999999998
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=3,3,0.6666666666666666,,1,1,0,0,0,1,true,0.1111111111111111,0.013888888888888888,0.10799999999999998
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=3,3,1,,1,1,0,0,0,1,true,0.1111111111111111,0.013888888888888888,0.10799999999999998
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=4,4,0.3333333333333333,,1,1,0,0,0,1,true,0.06296296296296296,0.014641203703703703,0.11385
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=4,4,0.5,,1,1,0,0,0,1,true,0.06296296296296296,0.014641203703703703,0.11385
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=4,4,0.6666666666666666,,1,1,0,0,0,1,true,0.06296296296296296,0.014641203703703703,0.11385
B,纯颜色型,native,0.520316,3,,,,8,1,1 bit (2色),密集N=4,4,1,,1,1,0,0,0,1,true,0.06296296296296296,0.014641203703703703,0.11385
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),无,0,0.3333333333333333,,1,2,0.488,0.3645,1,0,false,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),无,0,0.5,,1,2,0.48966666666666664,0.36566666666666664,1,0,false,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),无,0,0.6666666666666666,,1,2,0.49166666666666664,0.36933333333333335,1,0,false,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),无,0,1,,1,2,0.49333333333333335,0.37016666666666664,1,0,false,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),四角,0,0.3333333333333333,,1,2,0,0,0,1,true,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),四角,0,0.5,,1,2,0,0,0,1,true,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),四角,0,0.6666666666666666,,1,2,0,0,0,1,true,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),四角,0,1,,1,2,0,0,0,1,true,0,0.03125,0.243
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=3,3,0.3333333333333333,,1,2,0,0,0,1,true,0.1111111111111111,0.027777777777777776,0.21599999999999997
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=3,3,0.5,,1,2,0,0,0,1,true,0.1111111111111111,0.027777777777777776,0.21599999999999997
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=3,3,0.6666666666666666,,1,2,0,0,0,1,true,0.1111111111111111,0.027777777777777776,0.21599999999999997
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=3,3,1,,1,2,0,0,0,1,true,0.1111111111111111,0.027777777777777776,0.21599999999999997
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=4,4,0.3333333333333333,,1,2,0,0,0,1,true,0.06296296296296296,0.029282407407407406,0.2277
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=4,4,0.5,,1,2,0,0,0,1,true,0.06296296296296296,0.029282407407407406,0.2277
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=4,4,0.6666666666666666,,1,2,0,0,0,1,true,0.06296296296296296,0.029282407407407406,0.2277
B,纯颜色型,native,0.520316,3,,,,8,2,2 bit (4色),密集N=4,4,1,,1,2,0,0,0,1,true,0.06296296296296296,0.029282407407407406,0.2277
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),无,0,0.3333333333333333,,1,3,0.8033333333333333,0.45211111111111113,1,0,false,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),无,0,0.5,,1,3,0.803,0.4518888888888889,1,0,false,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),无,0,0.6666666666666666,,1,3,0.821,0.4673333333333333,1,0,false,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),无,0,1,,1,3,0.83,0.47333333333333333,1,0,false,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),四角,0,0.3333333333333333,,1,3,0,0,0,1,true,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),四角,0,0.5,,1,3,0,0,0,1,true,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),四角,0,0.6666666666666666,,1,3,0,0,0,1,true,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),四角,0,1,,1,3,0,0,0,1,true,0,0.046875,0.3645
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=3,3,0.3333333333333333,,1,3,0,0,0,1,true,0.1111111111111111,0.041666666666666664,0.324
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=3,3,0.5,,1,3,0,0,0,1,true,0.1111111111111111,0.041666666666666664,0.324
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=3,3,0.6666666666666666,,1,3,0,0,0,1,true,0.1111111111111111,0.041666666666666664,0.324
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=3,3,1,,1,3,0,0,0,1,true,0.1111111111111111,0.041666666666666664,0.324
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=4,4,0.3333333333333333,,1,3,0,0,0,1,true,0.06296296296296296,0.04392361111111111,0.34155
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=4,4,0.5,,1,3,0,0,0,1,true,0.06296296296296296,0.04392361111111111,0.34155
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=4,4,0.6666666666666666,,1,3,0,0,0,1,true,0.06296296296296296,0.04392361111111111,0.34155
B,纯颜色型,native,0.520316,3,,,,8,3,3 bit (8色),密集N=4,4,1,,1,3,0,0,0,1,true,0.06296296296296296,0.04392361111111111,0.34155
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),无,0,0.3333333333333333,,1,4,0.8683333333333333,0.4205833333333333,1,0,false,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),无,0,0.5,,1,4,0.8683333333333333,0.42083333333333334,1,0,false,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),无,0,0.6666666666666666,,1,4,0.8743333333333333,0.43075,1,0,false,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),无,0,1,,1,4,0.8746666666666667,0.42575,1,0,false,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),四角,0,0.3333333333333333,,1,4,0.019333333333333334,0.00875,0.013978193264480687,0.9999999999942819,true,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),四角,0,0.5,,1,4,0.010333333333333333,0.004583333333333333,3.3914353064767866e-7,1,true,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),四角,0,0.6666666666666666,,1,4,0.012666666666666666,0.005833333333333334,0.000027908214733252112,1,true,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),四角,0,1,,1,4,0.13666666666666666,0.07025,0.9999999999983157,0,false,0,0.0625,0.486
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=3,3,0.3333333333333333,,1,4,0.0006666666666666666,0.00025,0,1,true,0.1111111111111111,0.05555555555555555,0.43199999999999994
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=3,3,0.5,,1,4,0,0,0,1,true,0.1111111111111111,0.05555555555555555,0.43199999999999994
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=3,3,0.6666666666666666,,1,4,0,0,0,1,true,0.1111111111111111,0.05555555555555555,0.43199999999999994
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=3,3,1,,1,4,0.10033333333333333,0.050416666666666665,0.9999998456383641,0,false,0.1111111111111111,0.05555555555555555,0.43199999999999994
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=4,4,0.3333333333333333,,1,4,0.0006666666666666666,0.00025,0,1,true,0.06296296296296296,0.05856481481481481,0.4554
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=4,4,0.5,,1,4,0,0,0,1,true,0.06296296296296296,0.05856481481481481,0.4554
