group,family,channel,sigma_psf_screen_px,d_rec_screen_px,symRes,sub_screen_px,symCellPx_screen_px,colCellPx_screen_px,colorBits,colorFmt,calibMode,denseN,winFrac,pilotSide_screen_px,frames,bitsPerCell,cellErrRate,bitErrRate,rsBlockFail,fileSuccess,meets,calibOverhead,netThroughput_bit_per_screenpx2,effectiveRate_MBps
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=4,4,0.6666666666666666,,1,4,0,0,0,1,true,0.06296296296296296,0.05856481481481481,0.4554
B,纯颜色型,native,0.520316,3,,,,8,4,4 bit (16色),密集N=4,4,1,,1,4,0.1,0.050333333333333334,0.9999998299967268,0,false,0.06296296296296296,0.05856481481481481,0.4554
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),无,0,0.3333333333333333,,1,5,0.935,0.41973333333333335,1,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),无,0,0.5,,1,5,0.935,0.42046666666666666,1,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),无,0,0.6666666666666666,,1,5,0.9383333333333334,0.4286,1,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),无,0,1,,1,5,0.9386666666666666,0.42373333333333335,1,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),四角,0,0.3333333333333333,,1,5,0.166,0.0634,0.9999999999972033,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),四角,0,0.5,,1,5,0.131,0.049133333333333334,0.9999999728814797,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),四角,0,0.6666666666666666,,1,5,0.11733333333333333,0.04466666666666667,0.999999295042656,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),四角,0,1,,1,5,0.41133333333333333,0.1654,1,0,false,0,0.078125,0.6075
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=3,3,0.3333333333333333,,1,5,0.037,0.0142,0.33744801476426545,0,false,0.1111111111111111,0.06944444444444445,0.54
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=3,3,0.5,,1,5,0.005666666666666667,0.0018666666666666666,0,1,true,0.1111111111111111,0.06944444444444445,0.54
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=3,3,0.6666666666666666,,1,5,0.0016666666666666668,0.0006,0,1,true,0.1111111111111111,0.06944444444444445,0.54
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=3,3,1,,1,5,0.2926666666666667,0.12306666666666667,1,0,false,0.1111111111111111,0.06944444444444445,0.54
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=4,4,0.3333333333333333,,1,5,0.036333333333333336,0.013933333333333334,0.31046242023454396,0,false,0.06296296296296296,0.07320601851851852,0.56925
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=4,4,0.5,,1,5,0.005666666666666667,0.0018666666666666666,0,1,true,0.06296296296296296,0.07320601851851852,0.56925
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=4,4,0.6666666666666666,,1,5,0.0016666666666666668,0.0006,0,1,true,0.06296296296296296,0.07320601851851852,0.56925
B,纯颜色型,native,0.520316,3,,,,8,5,5 bit (32色),密集N=4,4,1,,1,5,0.29333333333333333,0.12326666666666666,1,0,false,0.06296296296296296,0.07320601851851852,0.56925
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),无,0,0.3333333333333333,,1,1,0.5186666666666667,0.5186666666666667,1,0,false,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),无,0,0.5,,1,1,0.5186666666666667,0.5186666666666667,1,0,false,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),无,0,0.6666666666666666,,1,1,0.485,0.485,1,0,false,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),无,0,1,,1,1,0.49266666666666664,0.49266666666666664,1,0,false,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),四角,0,0.3333333333333333,,1,1,0,0,0,1,true,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),四角,0,0.5,,1,1,0,0,0,1,true,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),四角,0,0.6666666666666666,,1,1,0,0,0,1,true,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),四角,0,1,,1,1,0,0,0,1,true,0,0.005917159763313609,0.04601183431952662
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=3,3,0.3333333333333333,,1,1,0,0,0,1,true,0.11244979919678715,0.005251776336113686,0.04083781278962002
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=3,3,0.5,,1,1,0,0,0,1,true,0.11244979919678715,0.005251776336113686,0.04083781278962002
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=3,3,0.6666666666666666,,1,1,0,0,0,1,true,0.11244979919678715,0.005251776336113686,0.04083781278962002
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=3,3,1,,1,1,0,0,0,1,true,0.11244979919678715,0.005251776336113686,0.04083781278962002
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=4,4,0.3333333333333333,,1,1,0,0,0,1,true,0.06368330464716007,0.0055403354754605914,0.04308164865718155
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=4,4,0.5,,1,1,0,0,0,1,true,0.06368330464716007,0.0055403354754605914,0.04308164865718155
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=4,4,0.6666666666666666,,1,1,0,0,0,1,true,0.06368330464716007,0.0055403354754605914,0.04308164865718155
B,纯颜色型,native,0.520316,3,,,,13,1,1 bit (2色),密集N=4,4,1,,1,1,0,0,0,1,true,0.06368330464716007,0.0055403354754605914,0.04308164865718155
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),无,0,0.3333333333333333,,1,2,0.498,0.37866666666666665,1,0,false,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),无,0,0.5,,1,2,0.49933333333333335,0.37933333333333336,1,0,false,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),无,0,0.6666666666666666,,1,2,0.49,0.366,1,0,false,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),无,0,1,,1,2,0.493,0.37,1,0,false,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),四角,0,0.3333333333333333,,1,2,0,0,0,1,true,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),四角,0,0.5,,1,2,0,0,0,1,true,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),四角,0,0.6666666666666666,,1,2,0,0,0,1,true,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),四角,0,1,,1,2,0,0,0,1,true,0,0.011834319526627219,0.09202366863905324
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=3,3,0.3333333333333333,,1,2,0,0,0,1,true,0.11244979919678715,0.010503552672227372,0.08167562557924005
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=3,3,0.5,,1,2,0,0,0,1,true,0.11244979919678715,0.010503552672227372,0.08167562557924005
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=3,3,0.6666666666666666,,1,2,0,0,0,1,true,0.11244979919678715,0.010503552672227372,0.08167562557924005
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=3,3,1,,1,2,0,0,0,1,true,0.11244979919678715,0.010503552672227372,0.08167562557924005
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=4,4,0.3333333333333333,,1,2,0,0,0,1,true,0.06368330464716007,0.011080670950921183,0.0861632973143631
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=4,4,0.5,,1,2,0,0,0,1,true,0.06368330464716007,0.011080670950921183,0.0861632973143631
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=4,4,0.6666666666666666,,1,2,0,0,0,1,true,0.06368330464716007,0.011080670950921183,0.0861632973143631
B,纯颜色型,native,0.520316,3,,,,13,2,2 bit (4色),密集N=4,4,1,,1,2,0,0,0,1,true,0.06368330464716007,0.011080670950921183,0.0861632973143631
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),无,0,0.3333333333333333,,1,3,0.8173333333333334,0.4693333333333333,1,0,false,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),无,0,0.5,,1,3,0.8183333333333334,0.47,1,0,false,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),无,0,0.6666666666666666,,1,3,0.8056666666666666,0.45366666666666666,1,0,false,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),无,0,1,,1,3,0.8273333333333334,0.47155555555555556,1,0,false,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),四角,0,0.3333333333333333,,1,3,0,0,0,1,true,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),四角,0,0.5,,1,3,0,0,0,1,true,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),四角,0,0.6666666666666666,,1,3,0,0,0,1,true,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),四角,0,1,,1,3,0,0,0,1,true,0,0.01775147928994083,0.1380355029585799
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=3,3,0.3333333333333333,,1,3,0,0,0,1,true,0.11244979919678715,0.01575532900834106,0.12251343836886008
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=3,3,0.5,,1,3,0,0,0,1,true,0.11244979919678715,0.01575532900834106,0.12251343836886008
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=3,3,0.6666666666666666,,1,3,0,0,0,1,true,0.11244979919678715,0.01575532900834106,0.12251343836886008
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=3,3,1,,1,3,0,0,0,1,true,0.11244979919678715,0.01575532900834106,0.12251343836886008
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=4,4,0.3333333333333333,,1,3,0,0,0,1,true,0.06368330464716007,0.016621006426381774,0.12924494597154468
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=4,4,0.5,,1,3,0,0,0,1,true,0.06368330464716007,0.016621006426381774,0.12924494597154468
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=4,4,0.6666666666666666,,1,3,0,0,0,1,true,0.06368330464716007,0.016621006426381774,0.12924494597154468
B,纯颜色型,native,0.520316,3,,,,13,3,3 bit (8色),密集N=4,4,1,,1,3,0,0,0,1,true,0.06368330464716007,0.016621006426381774,0.12924494597154468
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),无,0,0.3333333333333333,,1,4,0.8743333333333333,0.4344166666666667,1,0,false,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),无,0,0.5,,1,4,0.8743333333333333,0.43466666666666665,1,0,false,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),无,0,0.6666666666666666,,1,4,0.8683333333333333,0.42083333333333334,1,0,false,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),无,0,1,,1,4,0.8743333333333333,0.42633333333333334,1,0,false,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),四角,0,0.3333333333333333,,1,4,0.009333333333333334,0.0033333333333333335,2.458109182867929e-8,1,true,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),四角,0,0.5,,1,4,0.008,0.002916666666666667,2.512053898229283e-10,1,true,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),四角,0,0.6666666666666666,,1,4,0.009,0.00325,8.930295558595702e-9,1,true,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),四角,0,1,,1,4,0.05466666666666667,0.022,0.9844927762385414,0,false,0,0.023668639053254437,0.1840473372781065
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=3,3,0.3333333333333333,,1,4,0,0,0,1,true,0.11244979919678715,0.021007105344454744,0.1633512511584801
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=3,3,0.5,,1,4,0,0,0,1,true,0.11244979919678715,0.021007105344454744,0.1633512511584801
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=3,3,0.6666666666666666,,1,4,0,0,0,1,true,0.11244979919678715,0.021007105344454744,0.1633512511584801
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=3,3,1,,1,4,0.021,0.00575,0.032010898676833044,0.8864134242787687,false,0.11244979919678715,0.021007105344454744,0.1633512511584801
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=4,4,0.3333333333333333,,1,4,0,0,0,1,true,0.06368330464716007,0.022161341901842366,0.1723265946287262
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=4,4,0.5,,1,4,0,0,0,1,true,0.06368330464716007,0.022161341901842366,0.1723265946287262
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=4,4,0.6666666666666666,,1,4,0,0,0,1,true,0.06368330464716007,0.022161341901842366,0.1723265946287262
B,纯颜色型,native,0.520316,3,,,,13,4,4 bit (16色),密集N=4,4,1,,1,4,0.021,0.00575,0.032010898676833044,0.8864134242787687,false,0.06368330464716007,0.022161341901842366,0.1723265946287262
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),无,0,0.3333333333333333,,1,5,0.938,0.42633333333333334,1,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),无,0,0.5,,1,5,0.938,0.42673333333333335,1,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),无,0,0.6666666666666666,,1,5,0.935,0.41946666666666665,1,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),无,0,1,,1,5,0.9383333333333334,0.4248,1,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),四角,0,0.3333333333333333,,1,5,0.13233333333333333,0.05093333333333333,0.9999999804604693,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),四角,0,0.5,,1,5,0.12266666666666666,0.04666666666666667,0.9999997978486344,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),四角,0,0.6666666666666666,,1,5,0.11166666666666666,0.0418,0.999997425692444,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),四角,0,1,,1,5,0.2966666666666667,0.11913333333333333,1,0,false,0,0.029585798816568046,0.23005917159763314
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=3,3,0.3333333333333333,,1,5,0.0026666666666666666,0.0012666666666666666,0,1,true,0.11244979919678715,0.02625888168056843,0.20418906394810007
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=3,3,0.5,,1,5,0.0003333333333333333,0.00013333333333333334,0,1,true,0.11244979919678715,0.02625888168056843,0.20418906394810007
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=3,3,0.6666666666666666,,1,5,0,0,0,1,true,0.11244979919678715,0.02625888168056843,0.20418906394810007
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=3,3,1,,1,5,0.138,0.05726666666666667,0.9999999952413556,0,false,0.11244979919678715,0.02625888168056843,0.20418906394810007
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=4,4,0.3333333333333333,,1,5,0.0026666666666666666,0.0012666666666666666,0,1,true,0.06368330464716007,0.027701677377302957,0.21540824328590782
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=4,4,0.5,,1,5,0.0003333333333333333,0.00013333333333333334,0,1,true,0.06368330464716007,0.027701677377302957,0.21540824328590782
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=4,4,0.6666666666666666,,1,5,0,0,0,1,true,0.06368330464716007,0.027701677377302957,0.21540824328590782
B,纯颜色型,native,0.520316,3,,,,13,5,5 bit (32色),密集N=4,4,1,,1,5,0.13766666666666666,0.05706666666666667,0.9999999948245933,0,false,0.06368330464716007,0.027701677377302957,0.21540824328590782
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),无,0,0.3333333333333333,,1,1,0.49933333333333335,0.49933333333333335,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),无,0,0.5,,1,1,0.49933333333333335,0.49933333333333335,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),无,0,0.6666666666666666,,1,1,0.51,0.51,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),无,0,1,,1,1,0.51,0.51,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),四角,0,0.3333333333333333,,1,1,0.07333333333333333,0.07333333333333333,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),四角,0,0.5,,1,1,0.11233333333333333,0.11233333333333333,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),四角,0,0.6666666666666666,,1,1,0.136,0.136,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),四角,0,1,,1,1,0.255,0.255,1,0,false,0,0.1111111111111111,0.8639999999999999
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=3,3,0.3333333333333333,,1,1,0.030333333333333334,0.030333333333333334,0.9999999985748256,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=3,3,0.5,,1,1,0.111,0.111,1,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=3,3,0.6666666666666666,,1,1,0.15033333333333335,0.15033333333333335,1,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=3,3,1,,1,1,0.2723333333333333,0.2723333333333333,1,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=4,4,0.3333333333333333,,1,1,0.030333333333333334,0.030333333333333334,0.9999999985748256,0,false,0.0625,0.10416666666666667,0.81
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=4,4,0.5,,1,1,0.111,0.111,1,0,false,0.0625,0.10416666666666667,0.81
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=4,4,0.6666666666666666,,1,1,0.15033333333333335,0.15033333333333335,1,0,false,0.0625,0.10416666666666667,0.81
B,纯颜色型,web_locked,1.031678,5,,,,3,1,1 bit (2色),密集N=4,4,1,,1,1,0.2723333333333333,0.2723333333333333,1,0,false,0.0625,0.10416666666666667,0.81
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),无,0,0.3333333333333333,,1,2,0.25,0.224,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),无,0,0.5,,1,2,0.251,0.22333333333333333,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),无,0,0.6666666666666666,,1,2,0.25233333333333335,0.22633333333333333,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),无,0,1,,1,2,0.27666666666666667,0.2375,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),四角,0,0.3333333333333333,,1,2,0.03933333333333333,0.027,0.9999135676977925,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),四角,0,0.5,,1,2,0.088,0.0605,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),四角,0,0.6666666666666666,,1,2,0.16166666666666665,0.1065,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),四角,0,1,,1,2,0.35833333333333334,0.23983333333333334,1,0,false,0,0.2222222222222222,1.7279999999999998
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=3,3,0.3333333333333333,,1,2,0.019333333333333334,0.013166666666666667,0.7359420656834326,0,false,0.11145833333333334,0.19745370370370371,1.5354000000000003
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=3,3,0.5,,1,2,0.05433333333333333,0.037333333333333336,0.99999996819199,0,false,0.11145833333333334,0.19745370370370371,1.5354000000000003
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=3,3,0.6666666666666666,,1,2,0.124,0.07966666666666666,1,0,false,0.11145833333333334,0.19745370370370371,1.5354000000000003
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=3,3,1,,1,2,0.335,0.22183333333333333,1,0,false,0.11145833333333334,0.19745370370370371,1.5354000000000003
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=4,4,0.3333333333333333,,1,2,0.019333333333333334,0.013166666666666667,0.7359420656834326,0,false,0.0625,0.20833333333333334,1.62
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=4,4,0.5,,1,2,0.05433333333333333,0.037333333333333336,0.99999996819199,0,false,0.0625,0.20833333333333334,1.62
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=4,4,0.6666666666666666,,1,2,0.12433333333333334,0.07983333333333334,1,0,false,0.0625,0.20833333333333334,1.62
B,纯颜色型,web_locked,1.031678,5,,,,3,2,2 bit (4色),密集N=4,4,1,,1,2,0.335,0.22183333333333333,1,0,false,0.0625,0.20833333333333334,1.62
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),无,0,0.3333333333333333,,1,3,0.6433333333333333,0.3771111111111111,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),无,0,0.5,,1,3,0.653,0.3844444444444444,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),无,0,0.6666666666666666,,1,3,0.667,0.39666666666666667,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),无,0,1,,1,3,0.704,0.42177777777777775,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),四角,0,0.3333333333333333,,1,3,0.13066666666666665,0.07844444444444444,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),四角,0,0.5,,1,3,0.16733333333333333,0.10244444444444445,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),四角,0,0.6666666666666666,,1,3,0.21666666666666667,0.12688888888888888,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),四角,0,1,,1,3,0.31466666666666665,0.17922222222222223,1,0,false,0,0.3333333333333333,2.592
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=3,3,0.3333333333333333,,1,3,0.12533333333333332,0.07622222222222222,0.9999999999999999,0,false,0.11145833333333334,0.29618055555555556,2.3031
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=3,3,0.5,,1,3,0.15933333333333333,0.09877777777777778,1,0,false,0.11145833333333334,0.29618055555555556,2.3031
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=3,3,0.6666666666666666,,1,3,0.21166666666666667,0.12522222222222223,1,0,false,0.11145833333333334,0.29618055555555556,2.3031
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=3,3,1,,1,3,0.30866666666666664,0.17422222222222222,1,0,false,0.11145833333333334,0.29618055555555556,2.3031
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=4,4,0.3333333333333333,,1,3,0.12533333333333332,0.07622222222222222,0.9999999999999999,0,false,0.0625,0.3125,2.43
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=4,4,0.5,,1,3,0.15933333333333333,0.09877777777777778,1,0,false,0.0625,0.3125,2.43
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=4,4,0.6666666666666666,,1,3,0.21166666666666667,0.12522222222222223,1,0,false,0.0625,0.3125,2.43
B,纯颜色型,web_locked,1.031678,5,,,,3,3,3 bit (8色),密集N=4,4,1,,1,3,0.30866666666666664,0.17422222222222222,1,0,false,0.0625,0.3125,2.43
B,纯颜色型,web_locked,1.031678,5,,,,3,4,4 bit (16色),无,0,0.3333333333333333,,1,4,0.8196666666666667,0.372,1,0,false,0,0.4444444444444444,3.4559999999999995
B,纯颜色型,web_locked,1.031678,5,,,,3,4,4 bit (16色),无,0,0.5,,1,4,0.8216666666666667,0.37483333333333335,1,0,false,0,0.4444444444444444,3.4559999999999995
B,纯颜色型,web_locked,1.031678,5,,,,3,4,4 bit (16色),无,0,0.6666666666666666,,1,4,0.8156666666666667,0.37316666666666665,1,0,false,0,0.4444444444444444,3.4559999999999995
B,纯颜色型,web_locked,1.031678,5,,,,3,4,4 bit (16色),无,0,1,,1,4,0.825,0.38383333333333336,1,0,false,0,0.4444444444444444,3.4559999999999995
