group,family,channel,sigma_psf_screen_px,d_rec_screen_px,colCellPx_screen_px,symRes,sub_screen_px,symCellPx_screen_px,colorBits,colorFmt,calibMode,denseN,winFrac,pilotSide_screen_px,bitsPerCell,samples,cellErrRate,rsBlockFail,fileSuccess,meets,calibOverhead,netThroughput_bit_per_screenpx2,effectiveRate_MBps
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),无,0,0.25,0,1,400,0.52,1,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),无,0,0.3333333333333333,0,1,400,0.52,1,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),无,0,0.5,0,1,400,0.52,1,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),无,0,0.6666666666666666,0,1,400,0.52,1,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),无,0,1,0,1,400,0.52,1,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.25,3,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.25,5,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.25,8,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.25,13,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.3333333333333333,3,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.3333333333333333,5,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.3333333333333333,8,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.3333333333333333,13,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.5,3,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.5,5,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.5,8,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.5,13,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.6666666666666666,3,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.6666666666666666,5,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.6666666666666666,8,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,0.6666666666666666,13,1,3000,0,0,1,true,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,1,3,1,3000,0.011,0.8740932711542928,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,1,5,1,3000,0.011333333333333334,0.8980855658783089,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,1,8,1,3000,0.011,0.8740932711542928,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),四角,0,1,13,1,3000,0.011666666666666667,0.9180911273695398,0,false,0,0.1111111111111111,0.8639999999999999
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.25,3,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.25,5,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.25,8,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.25,13,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,3,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,5,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,8,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.3333333333333333,13,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.5,3,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.5,5,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.5,8,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.5,13,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,3,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,5,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,8,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,0.6666666666666666,13,1,3000,0,0,1,true,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,1,3,1,3000,0.011,0.8740932711542928,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,1,5,1,3000,0.011333333333333334,0.8980855658783089,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,1,8,1,3000,0.011,0.8740932711542928,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=3,3,1,13,1,3000,0.011666666666666667,0.9180911273695398,0,false,0.11145833333333334,0.09872685185185186,0.7677000000000002
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.25,3,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.25,5,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.25,8,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.25,13,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,3,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,5,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,8,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.3333333333333333,13,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.5,3,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.5,5,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.5,8,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.5,13,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,3,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,5,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,8,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,0.6666666666666666,13,1,3000,0,0,1,true,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,1,3,1,3000,0.011,0.8740932711542928,0,false,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,1,5,1,3000,0.011333333333333334,0.8980855658783089,0,false,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,1,8,1,3000,0.011,0.8740932711542928,0,false,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,1,1 bit (2色),密集 N=4,4,1,13,1,3000,0.011666666666666667,0.9180911273695398,0,false,0.0625,0.10416666666666667,0.81
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),无,0,0.25,0,2,400,0.49,1,0,false,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),无,0,0.3333333333333333,0,2,400,0.4875,1,0,false,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),无,0,0.5,0,2,400,0.49,1,0,false,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),无,0,0.6666666666666666,0,2,400,0.5,1,0,false,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),无,0,1,0,2,400,0.54,1,0,false,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.25,3,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.25,5,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.25,8,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.25,13,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.3333333333333333,3,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.3333333333333333,5,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.3333333333333333,8,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.3333333333333333,13,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.5,3,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.5,5,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.5,8,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.5,13,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.6666666666666666,3,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.6666666666666666,5,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.6666666666666666,8,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,0.6666666666666666,13,2,3000,0,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,1,3,2,3000,0.002,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,1,5,2,3000,0.002,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,1,8,2,3000,0.0023333333333333335,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),四角,0,1,13,2,3000,0.0023333333333333335,0,1,true,0,0.2222222222222222,1.7279999999999998
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.25,3,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.25,5,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.25,8,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.25,13,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,3,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,5,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,8,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.3333333333333333,13,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.5,3,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.5,5,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.5,8,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.5,13,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.6666666666666666,3,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.6666666666666666,5,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.6666666666666666,8,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,0.6666666666666666,13,2,3000,0,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,1,3,2,3000,0.002,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,1,5,2,3000,0.002,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,1,8,2,3000,0.0023333333333333335,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=3,3,1,13,2,3000,0.0023333333333333335,0,1,true,0.11145833333333334,0.19745370370370371,1.5354000000000003
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.25,3,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.25,5,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.25,8,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.25,13,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.3333333333333333,3,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.3333333333333333,5,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.3333333333333333,8,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.3333333333333333,13,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.5,3,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.5,5,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.5,8,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.5,13,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.6666666666666666,3,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.6666666666666666,5,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.6666666666666666,8,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,0.6666666666666666,13,2,3000,0,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,1,3,2,3000,0.002,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,1,5,2,3000,0.002,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,1,8,2,3000,0.0023333333333333335,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,2,2 bit (4色),密集 N=4,4,1,13,2,3000,0.0023333333333333335,0,1,true,0.0625,0.20833333333333334,1.62
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),无,0,0.25,0,3,400,0.8025,1,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),无,0,0.3333333333333333,0,3,400,0.8075,1,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),无,0,0.5,0,3,400,0.8175,1,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),无,0,0.6666666666666666,0,3,400,0.8275,1,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),无,0,1,0,3,400,0.8475,1,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.25,3,3,3000,0.04633333333333333,0.9962201625590855,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.25,5,3,3000,0.04633333333333333,0.9962201625590855,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.25,8,3,3000,0.045,0.9944501309083122,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.25,13,3,3000,0.045,0.9944501309083122,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.3333333333333333,3,3,3000,0.017,0.06098149016147153,0.001204339389365372,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.3333333333333333,5,3,3000,0.01633333333333333,0.043439082454864386,0.21953027988753132,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.3333333333333333,8,3,3000,0.017,0.06098149016147153,0.001204339389365372,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.3333333333333333,13,3,3000,0.01633333333333333,0.043439082454864386,0.21953027988753132,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.5,3,3,3000,0.0033333333333333335,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.5,5,3,3000,0.0036666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.5,8,3,3000,0.0036666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.5,13,3,3000,0.0036666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.6666666666666666,3,3,3000,0.0026666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.6666666666666666,5,3,3000,0.0026666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.6666666666666666,8,3,3000,0.0023333333333333335,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,0.6666666666666666,13,3,3000,0.0026666666666666666,0,1,true,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,1,3,3,3000,0.086,0.9999999964714867,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,1,5,3,3000,0.08666666666666667,0.9999999972940197,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,1,8,3,3000,0.08933333333333333,0.9999999990727427,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),四角,0,1,13,3,3000,0.09366666666666666,0.9999999998423754,0,false,0,0.3333333333333333,2.592
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),密集 N=3,3,0.25,3,3,3000,0.04633333333333333,0.9962201625590855,0,false,0.11145833333333334,0.29618055555555556,2.3031
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),密集 N=3,3,0.25,5,3,3000,0.04633333333333333,0.9962201625590855,0,false,0.11145833333333334,0.29618055555555556,2.3031
P1-1,纯颜色型,native,0.520316,3,3,,,,3,3 bit (8色),密集 N=3,3,0.25,8,3,3000,0.045,0.9944501309083122,0,false,0.11145833333333334,0.29618055555555556,2.3031
